title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	published.online	update.policy	language	short.container.title	isbn	archive	subtitle	archive_	na.
Efeitos de atividades psicomotoras no desenvolvimento motor de pré-escolares de cinco anos de idade	NA	http://dx.doi.org/10.5585/conssaude.v15n1.6119	NA	ConScientiae Saúde	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Natasha Yumi Matsunaga, Karina Pereira, Patricia Ribeiro Marcacine, Shamyr Sulyvan de Castro, Isabel Aparecida Porcatti de Walsh	1983-9324,1677-1028	0	NA	NA	B2	2016-10-21	2024-05-09	NA	10.5585/conssaude.v15n1.6119	2024-05-09	1	2016-07-04	3664	38-43	10.5585	University Nove de Julho	1	Crossref	0	0	1	journal-article	15	2016-07-04	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Efeitos de um treinamento motor-cognitivo em trilhas na mobilidade e funcionalidade de idosos institucionalizados: Estudo Piloto	NA	http://dx.doi.org/10.15602/1983-9480/cm.v23n48p45-53	NA	Ciência em Movimento	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tamiris Cassin Mainardi, Suraya Gomes Novais Shimano, Isabel Aparecida Porcatti de Wash, Luciane A. Pascucci Sande de Souza, Jéssica Karen Alves Nogueira, Mariana Thays Carvalho, Victória Reis Rangel, Lislei Jorge Patrizzi	1983-9480,1517-1914	0	NA	NA	B1	2022-08-15	2022-08-15	NA	10.15602/1983-9480/cm.v23n48p45-53	2022-08-15	48	2022-07-06	6238	45-53	10.15602	Instituto Porto Alegre da Igreja Metodista	1	Crossref	0	0	0	journal-article	23	2022-07-06	NA	NA	CM - RS	NA	NA	NA	NA	NA
Efeitos do treinamento multissensorial na mobilidade de tronco e no equilíbrio em idosos comunitários	NA	http://dx.doi.org/10.18554/refacs.v7i4.3619	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mariana Resende Silva, Núbia Galindo Nascimento, Lislei Jorge Patrizzi Martins, Isabel Aparecida Porcatti Walsh, Suraya Gomes Novais Shimano	2318-8413,2318-8413	0	NA	NA	B2	2019-07-23	2019-10-09	NA	10.18554/refacs.v7i4.3619	2022-04-06	4	2019-10-07	7811	470	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	7	2019-10-07	NA	NA	REFACS	NA	NA	NA	NA	NA
Effect of combined exercise training on heart rate variability in normotensive and hypertensive postmenopausal women	NA	http://dx.doi.org/10.1590/s1980-65742021020621	NA	Motriz: Revista de Educação Física	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Igor M. Mariano, Victor Hugo de Freitas, Jaqueline P. Batista, Tállita C.F. de Souza, Ana Luiza Amaral, Juliene G.C. Dechichi, Mateus L. Rodrigues, Victor Hugo V. Carrijo, Guilherme M. Puga	1980-6574	0	NA	0.199	B1	2021-05-05	2021-05-05	NA	10.1590/s1980-65742021020621	2023-01-27	NA	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	37	37	2	journal-article	27	2021	NA	NA	Motriz: rev. educ. fis.	NA	NA	NA	NA	NA
Effect of forward-directed aiding force on gait mechanics in healthy young adults while walking faster	NA	http://dx.doi.org/10.1016/j.gaitpost.2018.05.018	NA	Gait &amp; Posture	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Valdeci C. Dionisio, Christopher P. Hurt, David A. Brown	0966-6362	0	4.8	0.724	A2	2018-05-18	2018-08-21	2018-07	10.1016/j.gaitpost.2018.05.018	2023-11-01	NA	2018-07	78	12-17	10.1016	Elsevier BV	1	Crossref	24	24	4	journal-article	64	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Gait &amp; Posture	NA	NA	NA	NA	NA
Effect of respiratory muscle training on expiratory muscle strength and abdominal electrical activity in the acute phase of Stroke	NA	http://dx.doi.org/10.1097/md9.0000000000000146	NA	Medicine: Case Reports and Study Protocols	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lorena Cristina Alvarez Sartor, Gustavo José Luvizutto, Juli Thomaz Souza, Luana Aparecida Miranda, Evelin Roberta Silva Dalle Molle da Costa, Priscila Watson Ribeiro, Gabriel Pinheiro Modolo, Taís Regina da Silva, Robson Aparecido Prudente, Letícia Cláudia de Oliveira Antunes, Rafael Dalle Molle da Costa, Natália Cristina Ferreira, Hélio Rubens de Carvalho Nunes, Silméia Garcia Zanati Bazan, Fernanda Cristina Winckler, Marcos Ferreira Minicucci, Rodrigo Bazan	2691-3895	0	NA	NA	NA	2021-11-16	2023-12-01	NA	10.1097/md9.0000000000000146	2023-12-02	11	2021-11	276	e0146	10.1097	Ovid Technologies (Wolters Kluwer Health)	1	Crossref	30	30	0	journal-article	2	2021-11	NA	en	NA	NA	NA	A protocol for randomized clinical trial	NA	NA
Effect of transcranial direct current stimulation in addition to visuomotor training on choice reaction time and cognition function in amateur soccer players (FAST trial): A randomized control trial	NA	http://dx.doi.org/10.1016/j.neulet.2021.136346	NA	Neuroscience Letters	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eduardo de Moura Neto, Edilaine Aparecida da Silva, Hélio Rubens de Carvalho Nunes, Rodrigo Bazan, Luciane Aparecida Pascucci Sande de Souza, Gustavo José Luvizutto	0304-3940	0	5.9	0.745	B1	2021-11-14	2023-01-27	2022-01	10.1016/j.neulet.2021.136346	2023-01-28	NA	2022-01	78	136346	10.1016	Elsevier BV	1	Crossref	67	67	0	journal-article	766	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Neuroscience Letters	NA	NA	NA	NA	NA
Effects of a multisensory supervised training for six weeks in balance and quality of life of the elderly	NA	http://dx.doi.org/10.11606/issn.2176-7262.v49i3p223-231	NA	Medicina (Ribeirão Preto)	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lara A. Souza, Adriano B. Fernandes, Lislei J. Patrizzi, Isabel A.P. Walsh, Suraya G. N. Shimano	2176-7262,0076-6046	0	0.1	0.115	A3	2016-09-08	2022-02-05	NA	10.11606/issn.2176-7262.v49i3p223-231	2022-04-03	3	2016-06-08	4873	223-231	10.11606	Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)	1	Crossref	0	0	0	journal-article	49	2016-06-08	NA	NA	Medicina (Ribeirão Preto)	NA	NA	NA	NA	NA
Effects of combined exercise on salivary oxidative stress in hypertensive and normotensive postmenopausal women	NA	http://dx.doi.org/10.1590/s1980-657420220012321	NA	Motriz: Revista de Educação Física	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ana Luiza Amaral, Igor Moraes Mariano, Jéssica Sanjulião Giolo, Juliene Gonçalves Costa Dechichi, Adriele Vieira de Souza, Jaqueline Pontes Batista, Tállita Cristina Ferreira de Souza, Douglas Carvalho Caixeta, Leonardo Gomes Peixoto, Renata Roland Teixeira, Foued Salmen Espindola, Guilherme Morais Puga	1980-6574	0	NA	0.199	B1	2021-12-17	2021-12-17	NA	10.1590/s1980-657420220012321	2022-04-06	spe1	2022	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	41	41	0	journal-article	28	2022	NA	NA	Motriz: rev. educ. fis.	NA	NA	NA	NA	NA
Effects of light-emitting diode therapy on cardiovascular and salivary nitrite responses in postmenopausal women submitted to a single bout of high-intensity interval training	NA	http://dx.doi.org/10.1007/s10103-022-03533-z	NA	Lasers in Medical Science	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Victor Hugo de Freitas, Igor Moraes Mariano, Ana Luiza Amaral, Mateus Lima Rodrigues, Victor Hugo Vilarinho Carrijo, Guilherme Morais Puga	1435-604X	0	2.9	0.575	A2	2022-03-02	2022-08-01	2022-08	10.1007/s10103-022-03533-z	2022-08-01	6	2022-03-02	297	2655-2665	10.1007	Springer Science and Business Media LLC	1	Crossref	53	53	0	journal-article	37	2022-03-02	http://dx.doi.org/10.1007/springer_crossmark_policy	en	Lasers Med Sci	NA	NA	NA	NA	NA
Effects of the addition of transcutaneous electrical stimulation to non-pharmacological measures in labor pain: study protocol for a randomized controlled trial	NA	http://dx.doi.org/10.1186/s13063-021-05969-0	NA	Trials	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Naiara Toledo Dias, Patrícia Roberta Santos, Thais Alves Cândido, Rogério de Melo Costa Pinto, Ana Paula Magalhães Resende, Vanessa Santos Pereira-Baldon	1745-6215	0	3.6	0.812	B1	2022-01-17	2022-01-17	2022-12	10.1186/s13063-021-05969-0	2024-05-18	1	2022-01-17	297	NA	10.1186	Springer Science and Business Media LLC	1	Crossref	26	26	5	journal-article	23	2022-01-17	http://dx.doi.org/10.1007/springer_crossmark_policy	en	Trials	NA	NA	NA	NA	NA
Effects of tibial and parasacral nerve electrostimulation techniques on women with poststroke overactive bladder: study protocol for a randomized controlled trial	NA	http://dx.doi.org/10.1186/s13063-020-04856-4	NA	Trials	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Thais Alves Candido, Bruna Miranda Ribeiro, Cristiane Rodrigues Cardoso de Araújo, Rogério de Melo Costa Pinto, Ana Paula Magalhães Resende, Vanessa Santos Pereira-Baldon	1745-6215	0	3.6	0.812	B1	2020-11-19	2020-11-19	2020-12	10.1186/s13063-020-04856-4	2023-09-16	1	2020-11-19	297	NA	10.1186	Springer Science and Business Media LLC	1	Crossref	33	33	1	journal-article	21	2020-11-19	http://dx.doi.org/10.1007/springer_crossmark_policy	en	Trials	NA	NA	NA	NA	NA
Effects of transcranial direct current stimulation on balance after ischemic stroke (SANDE trial): Study protocol for a multicentric randomized controlled trial	NA	http://dx.doi.org/10.1016/j.cct.2021.106396	NA	Contemporary Clinical Trials	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tatiane de Jesus Chagas, Igor Sandoval dos Santos Cravo, Rodrigo Bazan, Luciane Aparecida Pascucci Sande de Souza, Gustavo José Luvizutto	1551-7144	0	3.2	0.98	B1	2021-04-05	2023-04-15	2021-06	10.1016/j.cct.2021.106396	2023-07-04	NA	2021-06	78	106396	10.1016	Elsevier BV	1	Crossref	43	43	2	journal-article	105	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Contemporary Clinical Trials	NA	NA	NA	NA	NA
Effects of virtual reality therapy on upper limb function after stroke and the role of neuroimaging as a predictor of a better response	NA	http://dx.doi.org/10.1590/0004-282x20180104	NA	Arquivos de Neuro-Psiquiatria	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Maicon Gabriel Gonçalves, Mariana Floriano Luiza Piva, Carlos Leonardo Sacomani Marques, Rafael Dalle Molle da Costa, Rodrigo Bazan, Gustavo José Luvizutto, Luiz Eduardo Gomes Garcia Betting	1678-4227,0004-282X	0	2.1	0.341	B2	2018-11-22	2019-11-05	NA	10.1590/0004-282x20180104	2024-04-02	10	2018-10	530	654-662	10.1590	FapUNIFESP (SciELO)	1	Crossref	43	43	9	journal-article	76	2018-10	NA	NA	Arq. Neuro-Psiquiatr.	NA	NA	NA	NA	NA
Embolic stroke of undetermined source (ESUS) cohort of Brazilian patients in a university hospital	NA	http://dx.doi.org/10.1590/0004-282x20190045	NA	Arquivos de Neuro-Psiquiatria	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabriel Pinheiro Modolo, Juli Thomaz De Souza, Fernanda Cristina Winckler, Natalia Cristina Ferreira, Marcos Cristiano Lange, Wagner Mauad Avelar, Marcos Ferreira Minicucci, Carlos Clayton Macedo de Freitas, Paula Schmidt Azevedo, Gustavo José Luvizutto, Leonardo Antônio Mamede Zornoff, Silméia Garcia Zanati Bazan, Rodrigo Bazan	1678-4227,0004-282X	0	2.1	0.341	B2	2019-06-08	2020-02-07	NA	10.1590/0004-282x20190045	2023-10-28	5	2019-05	530	315-320	10.1590	FapUNIFESP (SciELO)	1	Crossref	17	17	2	journal-article	77	2019-05	NA	NA	Arq. Neuro-Psiquiatr.	NA	NA	NA	NA	NA
Evaluation of socioeconomic profile, professional training and health status of people with visual impairment	NA	http://dx.doi.org/10.5935/0034-7280.20170053	NA	Revista Brasileira de Oftalmologia	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Débora Garcia Oliveira, Suraya Gomes Novais Shimano, Angélica Emboaba Salomão, Karina Pereira	0034-7280	0	0.3	0.146	B2	2017-09-28	2021-06-02	2017	10.5935/0034-7280.20170053	2023-11-01	5	2017	23200	NA	10.37039	Revista Brasileira de Oftalmologia	1	Crossref	0	0	3	journal-article	76	NA	NA	en	NA	NA	NA	NA	NA	NA
Evaluation of subjective vertical perception among stroke patients: a systematic review	NA	http://dx.doi.org/10.1590/0004-282x-anp-2020-0584	NA	Arquivos de Neuro-Psiquiatria	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Luana Ribeiro Ferreira, Flávio José Pereira De Almeida Ferreira, Fernanda Aparecida Campos, Gustavo José Luvizutto, Luciane Aparecida Pascucci Sande De Souza	1678-4227,0004-282X	0	2.1	0.341	B2	2021-11-22	2021-11-22	NA	10.1590/0004-282x-anp-2020-0584	2023-08-17	11	2021-11	530	1026-1034	10.1590	FapUNIFESP (SciELO)	1	Crossref	33	33	1	journal-article	79	2021-11	NA	NA	Arq. Neuro-Psiquiatr.	NA	NA	NA	NA	NA
Exercício físico para deficientes visuais: Uma revisão integrativa dos protocolos de treinamento	NA	http://dx.doi.org/10.33448/rsd-v11i14.36060	NA	Research, Society and Development	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	José Humberto Alves, Maria Eduarda Felipe, Nuno Miguel Lopes de Oliveira	2525-3409	0	NA	NA	C	2022-10-22	2022-10-22	NA	10.33448/rsd-v11i14.36060	2022-10-23	14	2022-10-20	19099	e94111436060	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	11	2022-10-20	NA	NA	RSD	NA	NA	NA	NA	NA
Exercícios físicos, mobilidade funcional, equilíbrio, capacidade funcional e quedas em idosos.	NA	http://dx.doi.org/10.5585/conssaude.v15n3.6338	NA	ConScientiae Saúde	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marilita Falangola Accioly, Lislei Jorge Patrizzi, Patricia Sena Pinheiro, Dernival Bertoncello, Isabel Aparecida Porcatti Walsh	1983-9324,1677-1028	0	NA	NA	B2	2017-03-06	2024-05-09	NA	10.5585/conssaude.v15n3.6338	2024-05-09	3	2017-01-23	3664	378-384	10.5585	University Nove de Julho	1	Crossref	0	0	2	journal-article	15	2017-01-23	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Factors related to the accumulation of healthy behavior among older adults attending primary Health Care	NA	http://dx.doi.org/10.1007/s12062-022-09376-4	NA	Journal of Population Ageing	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ana Paula Gomes Fernandes, Veronica Ribeiro Cardoso, Kamila Cristina dos Santos, Mariane Martins Migliaccio, Juliana Martins Pinto	1874-7884,1874-7876	0	2.6	0.488	A2	2022-07-14	2022-11-08	2022-09	10.1007/s12062-022-09376-4	2024-01-23	3	2022-07-14	297	677-690	10.1007	Springer Science and Business Media LLC	1	Crossref	43	43	2	journal-article	15	2022-07-14	http://dx.doi.org/10.1007/springer_crossmark_policy	en	Population Ageing	NA	NA	NA	NA	NA
Flexibilidade e força muscular: comparações entre trabalhadores da construção civil, indivíduos sedentários e praticantes de musculação.	NA	http://dx.doi.org/10.5585/conssaude.v17n2.8071	NA	ConScientiae Saúde	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gustavo De Mello Rodrigues, Fabio Sisconeto de Freitas, Lidiana Simões Marques Rocha, Dernival Bertoncello	1983-9324,1677-1028	0	NA	NA	B2	2018-09-12	2024-05-09	NA	10.5585/conssaude.v17n2.8071	2024-05-10	2	2018-06-29	3664	179-186	10.5585	University Nove de Julho	1	Crossref	0	0	0	journal-article	17	2018-06-29	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Frequência de Ações Motoras em Crianças com Baixa Visão e Visão Normal ao Explorar Cubos com e sem Estímulos Visuais	NA	http://dx.doi.org/10.1590/s1413-65382216000300007	NA	Revista Brasileira de Educação Especial	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Beatriz Dittrich SCHMITT, Karina PEREIRA	1413-6538	0	0.7	0.15	A1	2016-08-10	2020-09-25	2016-09	10.1590/s1413-65382216000300007	2022-04-03	3	2016-09	530	399-412	10.1590	FapUNIFESP (SciELO)	1	Crossref	52	52	1	journal-article	22	NA	NA	NA	Rev. bras. educ. espec.	NA	NA	NA	NA	NA
Frequência e duração das ações manipulativas no ato de brincar com cubos em crianças com baixa visão	NA	http://dx.doi.org/10.18554/refacs.v9i0.4189	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nathalia Quintino Pereira Silva, Caroline De Oliveira, Paula Berteli Berteli Pelizaro, Karina Pereira	2318-8413,2318-8413	0	NA	NA	B2	2021-03-19	2021-03-19	NA	10.18554/refacs.v9i0.4189	2023-12-19	NA	2021-03-09	7811	300	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	1	journal-article	9	2021-03-09	NA	NA	REFACS	NA	NA	NA	NA	NA
Gamma-Band Frequency Analysis and Motor Development in Music-Trained Children: A Cross-Sectional Study	NA	http://dx.doi.org/10.1080/00222895.2021.1940820	NA	Journal of Motor Behavior	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kemily Souza da Silva, Gustavo José Luvizutto, Ana Caroline Magrini Bruno, Sabrina Ferreira de Oliveira, Samila Carolina Costa, Gustavo Moreira da Silva, Mário Jaime Costa Andrade, Janser Moura Pereira, Adriano Oliveira Andrade, Luciane Ap. Pasccuci Sande de Souza	0022-2895,1940-1027	0	2.7	0.441	A4	2021-07-08	2023-11-05	2022-03-04	10.1080/00222895.2021.1940820	2023-11-06	2	2021-07-08	301	203-211	10.1080	Informa UK Limited	1	Crossref	53	53	0	journal-article	54	2021-07-08	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Journal of Motor Behavior	NA	NA	NA	NA	NA
Hip abduction with ankle dorsiflexion (HAAD) score and trunk seating control within 72 h after stroke predicts long-term disability: A cohort study	NA	http://dx.doi.org/10.1016/j.jbmt.2021.05.018	NA	Journal of Bodywork and Movement Therapies	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tarcísio Silva Coelho, Ana Carolina Silva Bitencourt, Rodrigo Bazan, Luciana Aparecida Pascucci Sande de Souza, Gustavo José Luvizutto	1360-8592	0	2.5	0.48	A2	2021-05-18	2023-03-29	2021-07	10.1016/j.jbmt.2021.05.018	2023-04-25	NA	2021-07	78	710-716	10.1016	Elsevier BV	1	Crossref	49	49	2	journal-article	27	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Journal of Bodywork and Movement Therapies	NA	NA	NA	NA	NA
Histórico familiar para câncer de mama em mulheres: estudo populacional em Uberaba (MG) utilizando o Family History Screen-7	NA	http://dx.doi.org/10.1590/0103-1104202113009	NA	Saúde em Debate	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mariana Colombini Buranello, Isabel Aparecida Porcatti de Walsh, Gilberto de Araújo Pereira, Shamyr Sulyvan de Castro	2358-2898,0103-1104	0	NA	NA	A4	2021-10-21	2023-11-11	NA	10.1590/0103-1104202113009	2023-11-12	130	2021-09	530	681-690	10.1590	FapUNIFESP (SciELO)	1	Crossref	26	26	0	journal-article	45	2021-09	NA	NA	Saúde debate	NA	NA	NA	NA	NA
Immediate and late acute effect of moderate continuous and high intensity interval training on hypertension stage I: case report	NA	http://dx.doi.org/10.52600/2763-583x.bjcr.2021.1.4.50-56	NA	Brazilian Journal of Case Reports	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ana Luísa Freitas Siqueira, Gabriela Souza Faria, Pedro De Oliveira Neto, Maria Paula Fabrício de Andrade, Bruna Pereira Molina Cruz, Denise Mayumi Tanaka, Luciana Duarte Novais Silva, Michel Reis Abdalla, George Kemil Abdalla, Douglas Reis Abdalla, Eduardo Elias Vieira de Carvalho	2763-583X	0	NA	NA	NA	2021-10-15	2021-10-15	NA	10.52600/2763-583x.bjcr.2021.1.4.50-56	2022-03-30	4	2021-10-15	30343	50-56	10.52600	Publicacoes Cientificas de Acesso Aberto e Editora LTDA	1	Crossref	0	0	0	journal-article	1	2021-10-15	NA	NA	BJCR	NA	NA	NA	NA	NA
Influence of an exercise program on cardiac remodeling and functional capacity in patients with stroke (CRONuS trial): study protocol for a randomized controlled trial	NA	http://dx.doi.org/10.1186/s13063-019-3328-1	NA	Trials	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Josiela Cristina da Silva Rodrigues, Gustavo José Luvizutto, Rafael Dalle Molle da Costa, Robson Aparecido Prudente, Taís Regina da Silva, Juli Thomaz de Souza, Caroline Ferreira da Silva Mazeto P da Silveira, Daniele Andreza Antonelli Rossi, Fernanda Cristina Winckler, Gabriel Pinheiro Modolo, Tainá Fabri Carneiro Valadão, Letícia Cláudia de Oliveira Antunes, Luis Cuadrado Martin, Rodrigo Bazan, Silméia Garcia Zanati Bazan	1745-6215	0	3.6	0.812	B1	2019-05-28	2020-05-26	2019-12	10.1186/s13063-019-3328-1	2022-04-02	1	2019-05-28	297	NA	10.1186	Springer Science and Business Media LLC	1	Crossref	48	48	2	journal-article	20	2019-05-28	http://dx.doi.org/10.1007/springer_crossmark_policy	en	Trials	NA	NA	NA	NA	NA
Influência da atividade física e exercício nas células progenitoras endoteliais em pacientes com insuficiência cardíaca: revisão integrativa da literatura	NA	http://dx.doi.org/10.33448/rsd-v10i15.23138	NA	Research, Society and Development	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eduardo Franco Ribeiro Espir, Ana Clara Gil Pardini, Davi Domingues Costa, Victória Oliveira Bonini, Mariana Peres Soriano, Luiz Fernando Ricardo, Rafael Yukio Maehata, Vinícius Varaldo Prette Queiroz de Sousa, Kaue Luiz Mello Teixeira, Rui Gonzaga Cordeiro de Melo, Michel Reis Abdalla, Eduardo Elias Vieira de Carvalho, Douglas Reis Abdalla	2525-3409	0	NA	NA	C	2021-12-05	2021-12-05	NA	10.33448/rsd-v10i15.23138	2022-04-02	15	2021-12-02	19099	e498101523138	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	10	2021-12-02	NA	NA	RSD	NA	NA	NA	NA	NA
Intervenção com o método Pilates em trabalhadores com LER/DORT	NA	http://dx.doi.org/10.17765/2176-9206.2022v15n2.e10411	NA	Saúde e Pesquisa	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Camila Soares, Patrícia Ribeiro Marcacine, Jéssica Carvalho Lima, Caroline de Oliveira Toffano, Vitória Helena Maciel Coelho, Isabel Aparecida Porcatti de Walsh	2176-9206	0	NA	NA	B1	2022-05-04	2022-05-04	NA	10.17765/2176-9206.2022v15n2.e10411	2022-05-04	2	2022-04-29	7170	1-14	10.17765	Centro Universitario de Maringa	1	Crossref	0	0	0	journal-article	15	2022-04-29	NA	NA	SaudPesq	NA	NA	NA	NA	NA
Irradiação como princípio da FNP em pacientes hemiparéticos pós AVE, análise funcional e eletromiográfica: estudo piloto	NA	http://dx.doi.org/10.5585/conssaude.v16n3.7452	NA	ConScientiae Saúde	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marina Mendonça Emilio, Stella Andrade Rodrigues Campos, Karoline Cipriano Raimundo, Luciane Aparecida Pascucci Sande de Souza	1983-9324,1677-1028	0	NA	NA	B2	2018-02-21	2024-05-09	NA	10.5585/conssaude.v16n3.7452	2024-05-10	3	2017-12-26	3664	367-374	10.5585	University Nove de Julho	1	Crossref	0	0	0	journal-article	16	2017-12-26	NA	NA	Cons. Saúde	NA	NA	NA	NA	NA
Is it possible to stabilize the trunk using rhythmic stabilization in the upper limb? A cross-sectional study of asymptomatic individuals	NA	http://dx.doi.org/10.1080/10669817.2018.1467994	NA	Journal of Manual &amp; Manipulative Therapy	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Valdeci Carlos Dionisio, Cyntia Rogean de Jesus Alves de Baptista, Adriana de Sales Rodrigues, Luciane Aparecida Pascucci Sande de Souza	1066-9817,2042-6186	0	2.6	0.376	B1	2018-05-08	2020-11-01	2018-08-08	10.1080/10669817.2018.1467994	2023-03-19	4	2018-05-07	301	212-217	10.1080	Informa UK Limited	1	Crossref	19	19	3	journal-article	26	2018-05-07	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Journal of Manual &amp; Manipulative Therapy	NA	NA	NA	NA	NA
Isoflavone does not promote additional effects on heart rate variability of postmenopausal women performing combined exercise training: a clinical, controlled, randomized, double-blind study	NA	http://dx.doi.org/10.1139/apnm-2019-0409	NA	Applied Physiology, Nutrition, and Metabolism	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Igor Moraes Mariano, Victor Hugo de Freitas, Juliene Gonçalves Costa Dechichi, Jaqueline Pontes Batista, Tállita Cristina Ferreira de Souza, Ana Luiza Amaral, Mateus de Lima Rodrigues, Victor Hugo Vilarinho Carrijo, Guilherme Morais Puga	1715-5312,1715-5320	0	5.4	1.01	A3	2019-09-09	2020-03-31	2020-04	10.1139/apnm-2019-0409	2022-04-02	4	2020-04	155	362-367	10.1139	Canadian Science Publishing	1	Crossref	36	36	1	journal-article	45	NA	NA	en	Appl. Physiol. Nutr. Metab.	NA	NA	NA	NA	NA
